Word,Length,Freq_HAL,Log_Freq_HAL,MorphSp,POS
neuropsychiatric,16,77,4.34,<neuro<{psych--iatr--ic},JJ
multidimensional,16,601,6.4,<multi<{dimension}>al>,JJ
multimillionaire,16,61,4.11,<multi<{million}>aire>,NN
misconstructions,16,18,2.89,<mis<{con--struct}>ion>>s>,NN
mispronunciation,16,87,4.47,<mis<{pro--nounce}>ation>,NN
misunderstanding,16,2792,7.93,<mis<{understand}>ing>,NN|VB
irresponsibility,16,564,6.34,<in<{responsible}>ity>,NN
intercommunicate,16,3,1.1,<inter<{commun--ic--ate},VB
intercontinental,16,337,5.82,<inter<{contin--ent}>al>,JJ
internationalism,16,135,4.91,<inter<{nation}>al>>ism>,NN
internationalist,16,312,5.74,<inter<{nation}>al>>ist>,NN|JJ
internationalize,16,31,3.43,<inter<{nation}>al>>ise>,VB
institutionalize,16,108,4.68,{in--stitute}>ion>>al>>ise>,VB
instrumentalists,16,174,5.16,{instrument}>al>>ist>>s>,NN
incontrovertible,16,182,5.2,<in<{contro--vert}>ible>,JJ
incorruptibility,16,13,2.56,<in<{corrupt}>able>>ity>,NN
indiscriminantly,16,27,3.3,NULL,NULL
indiscriminating,16,3,1.1,<in<{discrimin--ate}>ing>,JJ
inextinguishable,16,4,1.39,<in<{extinguish}>able>,JJ
imperfectability,16,0,0,<in<{per--fect}{able}>ity>,NN
incomprehensible,16,916,6.82,<in<{com--prehend}>ible>,JJ
horticulturalist,16,5,1.61,{horti--culture}>al>>ist>,NN|JJ
gastrointestinal,16,341,5.83,<gastro<{intestine}>al>,JJ
experimentations,16,23,3.14,{experi--ment}>ation>>s>,NN
extraterrestrial,16,1127,7.03,<extra<{terrestrial},JJ
extraterritorial,16,27,3.3,<extra<{territory}>al>,JJ
enthusiastically,16,884,6.78,{enthus--iast}>ic>>ally>,RB
environmentalism,16,315,5.75,{environ}>ment>>al>>ism>,NN
environmentalist,16,960,6.87,{environ}>ment>>al>>ist>,NN
electrochemistry,16,707,6.56,NULL,NN
electromagnetism,16,193,5.26,<electro<{magnet}>ism>,NN
electromyography,16,8,2.08,NULL,NN
disproportionate,16,614,6.42,<dis<{pro--portion}>ate>,JJ
disqualification,16,463,6.14,<dis<{qualify}>ation>,NN
dissatisfactions,16,5,1.61,<dis<{satis--fact--ion}>s>,NN
disestablishment,16,32,3.47,<dis<{establish}>ment>,NN
demineralization,16,9,2.2,<de<{mineral}>ise>>ation>,NN
denominationally,16,0,0,{de--nomin--ate}>ion>>al>>ly>,RB
decentralization,16,248,5.51,<de<{centr--al}>ise>>ation>,NN
declassification,16,47,3.85,<de<{class}>ify>>ation>,NN
conventionalized,16,3,1.1,{con--ven--tion}>al>>ise>>ed>,VB
counterchallenge,16,0,0,NULL,NULL
counterbalancing,16,40,3.69,<counter<{balance}>ing>,VB|NN|JJ
counterclockwise,16,297,5.69,<counter<{clock}>wise>,RB
counterespionage,16,22,3.09,<counter<{espionage},NN
counteroffensive,16,44,3.78,<counter<{offense}>ive>,NN
compartmentalize,16,48,3.87,{compartment}>al>>ise>,VB
circumnavigation,16,23,3.14,<circum<{navig--ate}>ion>,NN
circumscriptions,16,1,0,{circum--script--ion}>s>,NN
characterization,16,2696,7.9,{character}>ise>>ation>,NN
catastrophically,16,84,4.43,{catastroph--ic}>al>>ly>,RB
authoritarianism,16,202,5.31,{author--itarian}>ism>,NN
autobiographical,16,314,5.75,<auto<{bio--graph--ic}>al>,JJ
arteriosclerosis,16,39,3.66,{arterio--sclerosis},NN
aristocratically,16,0,0,{aristo--crat}>ic>>ally>,RB
anthropomorphism,16,60,4.09,{anthropo--morph--ism},NN
acknowledgements,16,1384,7.23,{ac--know--ledge}>ment>>s>,NN
acquaintanceship,16,4,1.39,{acquaint}>ance>>ship>,NN
administration's,16,918,6.82,{administr--ate}>ion>>'s>,encl
administratively,16,96,4.56,{administr--ate}>ive>>ly>,RB
ambassadorships,15,2,0.69,NULL,NULL
anarchistically,15,0,0,{an--arch}>ist>>ic>{ally},NN|VB
WOONASQUATUCKET,15,2,0.69,NULL,NULL
wrongheadedness,15,6,1.79,{wrong}-{head}>ed>>ness>,NN
whippersnappers,15,19,2.94,{whip}>er>{snap}>er>>s>,NN
vivisectionists,15,45,3.81,{vivi--sect}>ion>>ist>>s>,NN
VOCABULARIANISM,15,0,0,{voc--abulary}>an>{ism},NN
voyeuristically,15,1,0,{voyeur}>ist>>ic>>ally>,RB
weatherproofing,15,9,2.2,{weather}{proof}>ing>,VB|NN|JJ
venturesomeness,15,0,0,{venture}>some>>ness>,NN
verisimilitudes,15,0,0,{veri--simil--itude}>s>,NN
VISCOELASTICITY,15,9,2.2,NULL,NULL
vulnerabilities,15,264,5.58,{vulnerable}>ity>>s>,NN
valetudinarians,15,0,0,{valetudinary}>an>>s>,NN
unceremoniously,15,259,5.56,<un<{ceremon--y}>ous>>ly>,RB
unconditionally,15,604,6.4,<un<{condition}>al>>ly>,RB
unconsciousness,15,409,6.01,<un<{consc--ious}>ness>,NN
underestimating,15,246,5.51,<under<{estim--ate}>ing>,VB|NN|JJ
undernourishing,15,0,0,<under<{nourish}>ing>,VB|NN|JJ
understatements,15,8,2.08,<under<{state}>ment>>s>,NN
undervaluations,15,0,0,<under<{value}>ate>>ion>>s>,NN
unexceptionably,15,3,1.1,<un<{ex--cept}>ion>>able>>y>,RB
unobtrusiveness,15,2,0.69,<un<{ob--trude}>ive>>ness>,NN
unparliamentary,15,15,2.71,<un<{parliament}>ary>,JJ
unprecedentedly,15,15,2.71,<un<{prec--ed--ent}>ed>>ly>,RB
unpretentiously,15,9,2.2,<un<{pretent--ious}>ly>,RB
trustworthiness,15,188,5.24,{trust}>worth--y>>ness>,NN
typographically,15,33,3.5,{type}>ograph--ic>>al>>ly>,RB
tyrannosauruses,15,0,0,{tyranno--saur--us}>s>,NN
ULTRACENTRIFUGE,15,1,0,NULL,NN|VB
transferability,15,14,2.64,{trans--fer}>able>>ity>,NN
transformations,15,1819,7.51,<trans<{form}>ation>>s>,NN
transistorizing,15,0,0,{tran--sist--or}>ise>>ing>,VB
transliterating,15,18,2.89,{trans--liter--ate}>ing>,VB|NN|JJ
transliteration,15,447,6.1,{trans--liter--ate}>ion>,NN
transmogrifying,15,9,2.2,{transmogrify}>ing>,VB|NN|JJ
TRICHLOROACETIC,15,2,0.69,{tri--chloro--acetic},JJ
trinitrotoluene,15,3,1.1,{tri--nitr--otoluene},NN
TRIPHENYLARSINE,15,0,0,NULL,NULL
troubleshooters,15,61,4.11,{trouble}{shoot}>er>>s>,NN
topographically,15,14,2.64,{topo--graph--ic}>al>>ly>,RB
therapeutically,15,89,4.49,{therapeutic}>ally>,RB
thoughtlessness,15,26,3.26,{thought}>less>>ness>,NN
tightfistedness,15,1,0,{tight}{fist}>ed>{ness},NN
tatterdemalions,15,0,0,NULL,NULL
telegraphically,15,0,0,{tele--graph--ic}>al>>ly>,RB
telephotographs,15,0,0,<tele<{photo}{graph}>s>,NN
telephotography,15,0,0,<tele<{photo--graph--y},NN
teletypewriters,15,3,1.1,<tele<{type}{write}>er>>s>,NN
temperamentally,15,54,3.99,{temper--ament}>al>>ly>,RB
tempestuousness,15,0,0,{tempest}>uous>>ness>,NN
tendentiousness,15,8,2.08,NULL,NN
tenderheartedly,15,0,0,{tender}{heart}>ed>>ly>,RB
SYCOPHANTICALLY,15,1,0,{syco--phant}>ic>>ally>,RB
symptomatically,15,19,2.94,{symptom}>atic>>ally>,RB
substantiations,15,3,1.1,{substance}>ate>>ion>>s>,NN
superannuations,15,0,0,{super--ann--uate}>ion>>s>,NN
superfluousness,15,0,0,{super--flu--ous}>ness>,NN
supernumeraries,15,2,0.69,NULL,NN
superscriptions,15,0,0,{super--script--ion}>s>,NN
superstitiously,15,13,2.56,{superstit--ious}>ly>,RB
superstructures,15,19,2.94,<super<{struct--ure}>s>,NN
suppressiveness,15,4,1.39,{su--ppress}>ive>{ness},NN
stratifications,15,4,1.39,{strat--ify}>ation>>s>,NN
STRUKTURBERICHT,15,0,0,NULL,NULL
stultifications,15,0,0,{stultify}>ation>>s>,NN
standoffishness,15,0,0,{stand}-{off}>ish>>ness>,NN
specializations,15,96,4.56,{special}>ise>>ation>>s>,NN
SPEGITITGNININO,15,0,0,NULL,NULL
spontaneousness,15,1,0,{spontane--ous}>ness>,NN
softheartedness,15,0,0,NULL,NULL
solidifications,15,3,1.1,{solid}>ify>>ation>>s>,NN
slaughterhouses,15,53,3.97,{slaughter}{house}>s>,NN
simplifications,15,85,4.44,{simple}>ify>>ation>>s>,NN
serviceableness,15,0,0,{serv--ice}>able>>ness>,NN
servomechanisms,15,18,2.89,{servo--mechan--ism}>s>,NN
sensationalists,15,16,2.77,{sense}>ate>>ion>>al>>ist>>s>,NN
sentimentalized,15,5,1.61,{senti--ment}>al>>ise>>ed>,JJ|VB
sentimentalizes,15,0,0,{senti--ment}>al>>ise>>s>,VB
septuagenarians,15,0,0,{septua--genarian}>s>,NN
schoolmastering,15,0,0,{school}{master}>ing>,VB|NN|JJ
SAKELLARIADISES,15,0,0,NULL,NULL
sanctifications,15,0,0,{sanct--ify}>ation>>s>,NN
sanctimoniously,15,30,3.4,{sanct--imony}>ous>>ly>,RB
restrictiveness,15,9,2.2,{re--strict}>ive>>ness>,NN
RETROGRADATIONS,15,0,0,{retro}{grade}>ate>>ion>>s>,NN
retrogressively,15,0,0,{retro--gress}>ive>>ly>,RB
retrospectively,15,126,4.84,{retro--spect}>ive>>ly>,RB
revitalizations,15,0,0,<re<{vital}>ise>>ation>>s>,NN
revolutionizing,15,115,4.74,{re--volution}>ise>>ing>,VB
RHINOTRACHEITIS,15,13,2.56,NULL,NULL
ritualistically,15,24,3.18,{ritual}>ist>>ic>>ally>,RB
regularizations,15,0,0,{regul--ar}>ise>>ation>>s>,NN
remorselessness,15,0,0,{remorse}>less>>ness>,NN
repetitiousness,15,1,0,{repetit--ious}>ness>,NN
respectableness,15,0,0,{respect}>able>>ness>,NN
reafforestation,15,2,0.69,<re<<a<{forest}>ation>,NN
recapitulations,15,2,0.69,<re<{capitul--ate}>ion>>s>,NN
reconciliations,15,71,4.26,{re--concile}>ation>>s>,NN
RECONNAISSANACE,15,0,0,NULL,NULL
reconnaissances,15,2,0.69,{reconnaissance}>s>,NN
reconstructions,15,158,5.06,<re<{con--struct}>ion>>s>,NN
quincentenaries,15,0,0,NULL,NULL
RADIOSTERILIZED,15,0,0,{radio}{sterile}>ise>>ed>,VB|JJ
radiotherapists,15,0,0,<radio<{therap--ist}>s>,NN
pulchritudinous,15,3,1.1,NULL,NN
punctiliousness,15,0,0,{punctilious}>ness>,NN
purposelessness,15,7,1.95,{purpose}>less>>ness>,NN
pusillanimously,15,0,0,{pusillanim--ous}>ly>,RB
quadruplicating,15,0,0,NULL,VB
quatercentenary,15,0,0,NULL,NN
problematically,15,5,1.61,{problem}>atic>>ally>,RB
procrastinating,15,125,4.83,{procrastinate}>ing>,VB|NN|JJ
prognosticating,15,5,1.61,{pro--gnos--tic}>ate>>ing>,VB|NN|JJ
prognosticators,15,14,2.64,{pro--gnos--tic}>ate>>or>>s>,NN
progressiveness,15,39,3.66,{pro--gress}>ive>>ness>,NN
prohibitionists,15,123,4.81,{pro--hibit}>ion>>ist>>s>,NN
promiscuousness,15,3,1.1,{promiscu--ous}>ness>,NN
pronunciamentos,15,2,0.69,NULL,NULL
psychedelically,15,2,0.69,{psychedelic}>ally>,RB
psychiatrically,15,14,2.64,{psych--iatr--ic}>ally>,RB
psychoanalysing,15,1,0,<psycho<{ana--lyse}>ing>,VB|NN|JJ
prearrangements,15,0,0,<pre<{arrange}>ment>>s>,NN
PRECHLORINATION,15,0,0,NULL,NULL
precipitousness,15,0,0,{precipit--ous}>ness>,NN
prehistorically,15,1,0,<pre<{histor--ic}>al>>ly>,RB
prepositionally,15,0,0,{pre--pos--it--ion}>al>>ly>,RB
prescriptivists,15,28,3.33,NULL,NULL
prestidigitator,15,59,4.08,{presti--digit--ate}>or>,NN
pretentiousness,15,77,4.34,{pretent--ious}>ness>,NN
preternaturally,15,13,2.56,<preter<{natur--al}>ly>,RB
POLYISOBUTYLENE,15,0,0,NULL,NULL
POLYISOCYANATES,15,0,0,NULL,NULL
POLYMERIZATIONS,15,4,1.39,NULL,NULL
popularizations,15,28,3.33,{popul--ar}>ise>>ation>>s>,NN
plenipotentiary,15,27,3.3,{pleni--pot--ent--iary},NN
phantasmagorias,15,0,0,{phantasmagoria}>s>,NN
pharmacologists,15,37,3.61,{pharmac--olog--ist}>s>,NN
philanthropical,15,0,0,{phil--anthrope}>ic>>al>,JJ
philanthropists,15,29,3.37,{phil--anthrope}>ist>>s>,NN
PHOTOMICROGRAPH,15,2,0.69,NULL,NN
photosensitized,15,0,0,<photo<{sens--itize}>ed>,VB|JJ
photosensitizes,15,0,0,<photo<{sens--itize}>s>,VB
PHYSICOCHEMICAL,15,42,3.74,NULL,JJ
picturesqueness,15,1,0,{pict--ure}>esque>>ness>,NN
perfunctoriness,15,0,0,{perfunctory}>ness>,NN
peripatetically,15,0,0,{peripatetic}{ally},NN|VB
perspicaciously,15,0,0,{perspic--acious}>ly>,RB
perspicuousness,15,1,0,{perspic--uous}>ness>,NN
pessimistically,15,15,2.71,{pessim--ist}>ic>>ally>,RB
parthenogenesis,15,70,4.25,{parthenogenesis},NN
particularities,15,31,3.43,{particul--ar}>ity>>s>,NN
particularizing,15,0,0,{particul--ar}>ise>>ing>,VB|NN|JJ
OXYTETRACYCLINE,15,1,0,NULL,NN
paleontologists,15,114,4.74,{pale--onto--log--ist}>s>,NN
overcapitalized,15,0,0,<over<{capit--al}>ise>>ed>,VB|JJ
overcapitalizes,15,0,0,<over<{capit--al}>ise>>s>,VB
overcompensates,15,20,3,<over<{com--pens--ate}>s>,VB
overcompensated,15,16,2.77,<over<{com--pens--ate}>ed>,VB|JJ
oversimplifying,15,112,4.72,<over<{simple}>ify>>ing>,VB|NN|JJ
obstructionists,15,9,2.2,{obstruct}>ion>>ist>>s>,NN
obstructiveness,15,0,0,{obstruct}>ive>{ness},NN
openheartedness,15,2,0.69,{open}-{heart}>ed>>ness>,NN
ophthalmoscopes,15,2,0.69,{ophthalm--oscope}>s>,NN
ophthalmologist,15,171,5.14,{ophthalm--olog--ist},NN
ORTHOPHOSPHATES,15,2,0.69,NULL,NULL
NORETHANDROLONE,15,0,0,NULL,NULL
nearsightedness,15,34,3.53,{near}{sight}>ed>>ness>,NN
neighbourliness,15,9,2.2,{neighbour}>ly>>ness>,NN
neutralizations,15,0,0,{neutr--al}>ise>>ation>>s>,NN
nightmarishness,15,0,0,NULL,NN
multiplications,15,132,4.88,{multi--plic--ate}>ion>>s>,NN
multitudinously,15,0,0,{multi--tude}>inous>>ly>,RB
modernistically,15,0,0,{modern}>ist>>ic>{ally},NN|VB
monopolizations,15,0,0,{mono--pol--ize}>ation>>s>,NN
MORPHOPHONEMICS,15,0,0,NULL,NN
misapplications,15,9,2.2,<mis<{a--pplic--ate}>ion>>s>,NN
misapprehending,15,0,0,<mis<{a--pprehend}>ing>,VB|NN|JJ
misappropriated,15,75,4.32,<mis<{a--ppropri--ate}>ed>,VB|JJ
misappropriates,15,0,0,<mis<{a--ppropri--ate}>s>,VB
miscellaneously,15,3,1.1,{miscellane--ous}>ly>,RB
mischievousness,15,7,1.95,{mischiev--ous}>ness>,NN
MISINTERPRETERS,15,2,0.69,<mis<{interpret}>er>>s>,NN
misinterpreting,15,364,5.9,<mis<{interpret}>ing>,VB|NN
mistranslations,15,32,3.47,<mis<{translate}>ion>>s>,NN
mistrustfulness,15,0,0,<mis<{trust}>ful>>ness>,NN
Mephistophelean,15,1,0,NULL,JJ
MICHILIMACKINAC,15,1,0,NULL,NULL
microbiologists,15,60,4.09,<micro<{bio--log--ist}>s>,NN
microbiological,15,96,4.56,<micro<{bio--log--ic}>al>,JJ
MICROMETEORITES,15,12,2.48,<micro<{meteor}>ite>>s>,NN
MICROMETEORITIC,15,0,0,{micro}{meteor}>it>>ic>,JJ
marriageability,15,1,0,{marri--age}>able>>ity>,NN
meaninglessness,15,73,4.29,{mean}>ing>>less>>ness>,NN
mechanistically,15,16,2.77,{mechan--ist}>ic>>ally>,RB
manoeuvrability,15,10,2.3,{manoeuvre}>able>>ity>,NN
logarithmically,15,22,3.09,{logarithm}>ic>>ally>,RB
LEXICOSTATISTIC,15,0,0,NULL,NULL
Liechtensteiner,15,1,0,NULL,NULL
latitudinarians,15,1,0,NULL,NULL
lackadaisically,15,6,1.79,{lackadaisic}>al>>ly>,RB
interchangeably,15,276,5.62,<inter<{change}>able>>y>,RB
INTERFEROMETERS,15,32,3.47,NULL,NULL
interpellations,15,3,1.1,NULL,NULL
INTERPENETRATES,15,2,0.69,<inter<{penetr--ate}>s>,VB
interrogatively,15,0,0,{inter--rog--ate}>ive>>ly>,RB
INTRAEPITHELIAL,15,9,2.2,NULL,NULL
involuntariness,15,3,1.1,NULL,NN
indigestibility,15,2,0.69,NULL,NULL
indissolubility,15,16,2.77,<in<<dis<{soluble}>ity>,NN
individualities,15,12,2.48,{in--divid--ual}>ity>>s>,NN
INDUSTRIALISTES,15,0,0,NULL,NULL
industrializing,15,31,3.43,{industry}>al>>ise>>ing>,VB|NN|JJ
industriousness,15,12,2.48,{industry}>ous>>ness>,NN
inexplicability,15,1,0,<in<{ex--plic--able}>ity>,NN
infrastructures,15,235,5.46,<infra<{struct--ure}>s>,NN
injudiciousness,15,0,0,<in<{judici--ous}>ness>,NN
inoffensiveness,15,3,1.1,<in<{offense}>ive>>ness>,NN
inopportuneness,15,0,0,<in<{o--pportune}>ness>,NN
inquisitiveness,15,19,2.94,{in--quisit--ive}>ness>,NN
inquisitorially,15,0,0,{in--quisit--or}>ial>>y>,RB
INSIGNIFICANCES,15,1,0,NULL,NULL
insignificantly,15,21,3.04,<in<{sign}>ify>>ant>>ly>,RB
instantaneously,15,759,6.63,{inst--ant--aneous}>ly>,RB
instrumentalist,15,66,4.19,{instrument}>al>>ist>,NN|JJ
instrumentality,15,73,4.29,{instrument}>al>>ity>,NN
insurrectionism,15,0,0,{in--surrect--ion}>ism>,NN
insurrectionist,15,15,2.71,{in--surrect--ion}>ist>,NN|JJ
intelligibility,15,73,4.29,{intellig--ible}>ity>,NN
impecuniousness,15,0,0,<in<{pecuni--ous}{ness},NN
implementations,15,6025,8.7,{im--plement}>ation>>s>,NN
impossibilities,15,56,4.03,<in<{possible}>ity>>s>,NN
improbabilities,15,16,2.77,<in<{prob--able}>ity>>s>,NN
inaccessibility,15,44,3.78,<in<{a--ccess}>able>>ity>,NN
inadmissibility,15,7,1.95,<in<{ad--mit}>able>>ity>,NN
inapplicability,15,12,2.48,<in<{a--pplic--able}>ity>,NN
inappropriately,15,649,6.48,<in<{a--ppropri--ate}>ly>,RB
inattentiveness,15,8,2.08,<in<{attend}>ive>>ness>,NN
incommensurable,15,40,3.69,<in<{co--mmensur--able},JJ
incongruousness,15,2,0.69,<in<{congru--ous}>ness>,NN
inconsiderately,15,9,2.2,<in<{consider}>ate>>ly>,RB
inconveniencing,15,19,2.94,<in<{con--ven--ience}>ing>,VB|NN|JJ
incorrigibility,15,0,0,<in<{corrigible}>ity>,NN
indemnification,15,10,2.3,{indemn--ify}>ation>,NN
hypercritically,15,0,0,<hyper<{critic}>al>>ly>,RB
HYPOCELLULARITY,15,0,0,{hypo}{cell--ule}>ar>>ity>,NN
HYPOSTATIZATION,15,6,1.79,NULL,NULL
horticulturists,15,10,2.3,{horti--culture}>ist>>s>,NN
housemistresses,15,0,0,{house}{mistress}>s>,NN
heartbreakingly,15,12,2.48,{heart}{break}>ing>>ly>,RB
heterogeneously,15,0,0,{hetero--gene--ous}>ly>,RB
GESAMTKUNSTWERK,15,3,1.1,NULL,NULL
fundamentalists,15,1308,7.18,{funda--ment}>al>>ist>>s>,NN
gastroenteritis,15,64,4.16,<gastro<{enter--itis},NN
gastronomically,15,4,1.39,{gastro--nom--ic}>al>>ly>,RB
FRELINGHUYSEN'S,15,0,0,NULL,NULL
flibbertigibbet,15,5,1.61,{flibbertigibbet},NN
flirtatiousness,15,3,1.1,{flirt}>atious>>ness>,NN
euphemistically,15,109,4.69,{eu--phem--ist}>ic>>ally>,RB
excommunicating,15,17,2.83,{ex--commun--ic--ate}>ing>,VB|NN|JJ
exemplification,15,6,1.79,{exempl--ify}>ation>,NN
exhibitionistic,15,54,3.99,{ex--hibit}>ion>>ist>>ic>,JJ
extemporization,15,0,0,{ex--tempor--ize}>ation>,NN
exteriorization,15,88,4.48,{ex--terior}>ise>>ation>,NN
entrepreneurial,15,1139,7.04,{entrepreneur}>ial>,JJ
environmentally,15,1193,7.08,{environ}>ment>>al>>ly>,RB
ELECTRONOGRAPHY,15,0,0,NULL,NULL
ELECTROPHORESIS,15,226,5.42,{electro--phoresis},NN
emotionlessness,15,4,1.39,{emote}>ion>>less>{ness},NN
educationalists,15,7,1.95,{educ--ate}>ion>>al>>ist>>s>,NN
disinflationary,15,7,1.95,<dis<{in--flate}>ion>>ary>,JJ
disintegrations,15,7,1.95,<dis<{integr--ate}>ion>>s>,NN
disinterestedly,15,7,1.95,<dis<{interest}>ed>>ly>,RB
disrespectfully,15,25,3.22,<dis<{respect}>ful>>ly>,RB
dissimilarities,15,26,3.26,<dis<{simil--ar}>ity>>s>,NN
distastefulness,15,1,0,<dis<{taste}>ful>>ness>,NN
distinctiveness,15,33,3.5,{distinct}>ive>>ness>,NN
distrustfulness,15,0,0,<dis<{trust}>ful>>ness>,NN
divertissements,15,2,0.69,NULL,NN
disadvantageous,15,101,4.62,<dis<{advantage}>ous>,JJ
disappointingly,15,60,4.09,{dis--appoint}>ing>>ly>,RB
disciplinarians,15,16,2.77,{discipline}>arian>>s>,NN
discolourations,15,0,0,<dis<{colour}>ation>>s>,NN
discontentments,15,1,0,<dis<{content}>ment>>s>,NN
discontinuities,15,116,4.75,<dis<{continue}>ity>>s>,NN
discontinuously,15,10,2.3,<dis<{continue}>ous>>ly>,RB
discountenanced,15,0,0,<dis<{countenance}>ed>,VB|JJ
discountenances,15,0,0,<dis<{countenance}>s>,NN
discouragements,15,14,2.64,{dis--courage}>ment>>s>,NN
disenfranchises,15,5,1.61,<dis<<en<{franchise}>s>,VB
disestablishing,15,0,0,<dis<{establish}>ing>,VB
disheartenments,15,0,0,NULL,NULL
derequisitioned,15,0,0,<de<{re--quisite}>ion>>ed>,JJ
descriptiveness,15,3,1.1,{de--script--ive}>ness>,NN
dessertspoonful,15,0,0,{dessert}{spoon}>ful>,NN
destructibility,15,0,0,{de--struct}>able>>ity>,NN
destructiveness,15,79,4.37,{de--struct}>ive>>ness>,NN
developmentally,15,203,5.31,{develop}>ment>>al>>ly>,RB
decontaminating,15,1,0,<de<{contamin--ate}>ing>,VB|NN|JJ
defencelessness,15,1,0,{defence}>less>>ness>,NN
demagnetization,15,3,1.1,<de<{magnet}>ise>>ation>,NN
demonetizations,15,0,0,<de<{monet--ize}>ation>>s>,NN
demonstrability,15,1,0,NULL,NULL
demonstratively,15,17,2.83,{de--monstr--ate}>ive>>ly>,RB
demystification,15,13,2.56,<de<{myst--ify}>ation>,NN
denationalizing,15,0,0,<de<{nation}>al>>ise>>ing>,VB|NN|JJ
Czechoslovakian,15,44,3.78,{czecho--slovak--ia}>n>,NN|JJ
councillorships,15,0,0,{council}>or>>ship>>s>,NN
counterattacked,15,20,3,<counter<{attack}>ed>,VB
counterattacker,15,3,1.1,<counter<{attack}>er>,NN
counterbalances,15,40,3.69,<counter<{balance}>s>,NN
countermarching,15,0,0,NULL,NULL
countermeasures,15,365,5.9,<counter<{measure}>s>,NN
counterplotting,15,0,0,<counter<{plot}>ing>,VB|NN|JJ
COUNTERPOINTING,15,10,2.3,<counter<{point}>ing>,VB|NN|JJ
consubstantiate,15,0,0,NULL,VB
contemporaneous,15,113,4.73,{con--tempor--aneous},JJ
contentiousness,15,13,2.56,{contend}>ious>>ness>,NN
contraindicated,15,342,5.83,<contra<{indic--ate}>ed>,VB
contraindicates,15,1,0,<contra<{indic--ate}>s>,VB
controversially,15,21,3.04,{contro--versy}>al>>ly>,RB
correspondences,15,358,5.88,{co--rrespond}>ence>>s>,NN
CORTICOSTEROIDS,15,134,4.9,NULL,NULL
competitiveness,15,687,6.53,{compete}>itive>>ness>,NN
complicatedness,15,2,0.69,{com--plic--ate}>ed>>ness>,NN
conceptualizing,15,77,4.34,{con--cept}>ual>>ise>>ing>,VB
condescendingly,15,63,4.14,{con--de--scend}>ing>>ly>,RB
confectioneries,15,1,0,{con--fect}>ion>>ery>>s>,NN
confraternities,15,0,0,<con<{fratern--ity}>s>,NN
conglomerations,15,16,2.77,{con--glomer--ate}>ion>>s>,NN
conscientiously,15,136,4.91,{consc--ient--ious}>ly>,RB
consequentially,15,32,3.47,{consequ--ence}>ial>>ly>,RB
considerateness,15,3,1.1,{consider}>ate>>ness>,NN
conspicuousness,15,1,0,NULL,NN
constitutionals,15,2,0.69,{con--stitute}>ion>>al>>s>,NN
commercializing,15,75,4.32,{commerce}>ial>>ise>>ing>,VB|NN
commissionaires,15,0,0,{com--miss--ion}>aire>>s>,NN
CIRCONSCRIPTION,15,4,1.39,NULL,NULL
circumferential,15,27,3.3,{circum--ference}>ial>,JJ
circumlocutions,15,13,2.56,{circum--locute}>ion>>s>,NN
circumnavigated,15,24,3.18,<circum<{navig--ate}>ed>,VB|JJ
circumnavigates,15,3,1.1,<circum<{navig--ate}>s>,VB
clandestineness,15,0,0,{clandestine}{ness},NN
claustrophobics,15,0,0,NULL,NULL
charismatically,15,3,1.1,{charismatic}{ally},NN|VB
CHARLOTTESVILLE,15,1169,7.06,NULL,NN
chimneysweepers,15,0,0,{chimney}{sweep}>er>>s>,NN
CHROMATOGRAPHIC,15,33,3.5,{chrom--atograph--ic},JJ
CATHODOPHORETIC,15,0,0,NULL,NULL
centralizations,15,0,0,{centr--al}>ise>>ation>>s>,NN
ceremoniousness,15,0,0,{ceremon--y}>ous>>ness>,NN
capitalizations,15,31,3.43,{capit--al}>ise>>ation>>s>,NN
broadmindedness,15,38,3.64,{broad}{mind}>ed>>ness>,NN
bougainvillaeas,15,0,0,NULL,NULL
blameworthiness,15,4,1.39,{blame}{worth}>y>>ness>,NN
bacteriologists,15,1,0,NULL,NULL
astrophysicists,15,140,4.94,<astro<{phys--ic--ist}>s>,NN
autobiographies,15,96,4.56,<auto<{bio--graph--y}>s>,NN
antepenultimate,15,4,1.39,<ante<{pen--ultim--ate},JJ
anthropophagous,15,0,0,NULL,NULL
anticlericalism,15,2,0.69,<anti<{cleric}>al>>ism>,NN
apocalyptically,15,2,0.69,{apo--calyptic}>al>>ly>,RB
apprenticeships,15,57,4.04,{apprentice}>ship>>s>,NN
ARBEITSKOMMANDO,15,0,0,NULL,NULL
argumentatively,15,5,1.61,{argue}>ment>>ative>>ly>,RB
unquestioningly,15,68,4.22,<un<{quest--ion}>ing>>ly>,RB
unrealistically,15,141,4.95,<un<{real}>ist>>ic>>ally>,RB
unreconstructed,15,96,4.56,<un<<re<{con--struct}>ed>,JJ
unsophisticated,15,274,5.61,<un<{soph--ist--ic--ate}>ed>,JJ
underhandedness,15,16,2.77,<under<{hand}>ed>>ness>,NN
underprivileged,15,150,5.01,<under<{privilege}>ed>,JJ
underproduction,15,3,1.1,<under<{pro--duct}>ion>,NN
understandingly,15,13,2.56,{understand}>ing>>ly>,RB
undistinguished,15,62,4.13,<un<{distinguish}>ed>,JJ
unexceptionable,15,10,2.3,<un<{ex--cept}>ion>>able>,JJ
uninterruptedly,15,7,1.95,<un<{inte--rrupt}>ed>>ly>,RB
uncommunicative,15,39,3.66,<un--<{communic--ate}>ive>,JJ
